Major, 12, False, True, Major, 1, 
Canadian, 12, False, True, Canadian, 1, 
Asian, 11, False, True, Asian, 1, 
Sweden, 11, False, True, Sweden, 1, 
GMT, 11, True, True, GM ##T, 2, 
Zealand, 11, False, True, Zealand, 1, 
Swiss, 11, False, True, Swiss, 1, 
Milan, 11, False, True, Milan, 1, 
Mark, 11, False, True, Mark, 1, 
Zaire, 11, False, True, Z ##aire, 2, 
SAN, 11, True, True, SA ##N, 2, 
Lebanon, 11, False, True, Lebanon, 1, 
John, 11, False, True, John, 1, 
I, 11, True, False, I, 1, 
Barrick, 11, False, True, Barr ##ick, 2, 
Lebanese, 11, False, True, Lebanese, 1, 
Chicago, 11, False, True, Chicago, 1, 
Clarke, 11, False, False, Clarke, 1, 
Pakistan, 10, False, True, Pakistan, 1, 
Sheffield, 10, False, True, Sheffield, 1, 
Moscow, 10, False, True, Moscow, 1, 
Turkey, 10, False, True, Turkey, 1, 
Wales, 10, False, True, Wales, 1, 
Campese, 10, False, False, Camp ##ese, 2, 
Michael, 10, False, True, Michael, 1, 
City, 10, False, True, City, 1, 
State, 10, False, True, State, 1, 
St, 10, False, True, St, 1, 
Havel, 10, False, True, Have ##l, 2, 
East, 10, False, True, East, 1, 
Mills, 10, False, True, Mills, 1, 
Internet, 10, False, True, Internet, 1, 
Bitar, 9, False, False, Bit ##ar, 2, 
FIFA, 9, True, True, FIFA, 1, 
Maccabi, 9, False, True, Maccabi, 1, 
Andrew, 9, False, True, Andrew, 1, 
Ian, 9, False, True, Ian, 1, 
Jones, 9, False, True, Jones, 1, 
Clinton, 9, False, True, Clinton, 1, 
Warne, 9, False, False, War ##ne, 2, 
Rashid, 9, False, True, Rashid, 1, 
DETROIT, 9, True, True, DE ##TR ##O ##IT, 4, 
DALLAS, 9, True, True, D ##AL ##LA ##S, 4, 
Association, 9, False, True, Association, 1, 
Costa, 9, False, True, Costa, 1, 
MADRID, 9, True, True, MA ##DR ##ID, 3, 
Africa, 9, False, True, Africa, 1, 
Europe, 9, False, True, Europe, 1, 
Nations, 9, False, True, Nations, 1, 
Boxmeer, 9, False, False, Box ##mee ##r, 3, 
Britain, 9, False, True, Britain, 1, 
Jakarta, 9, False, True, Jakarta, 1, 
Busang, 9, False, False, Bus ##ang, 2, 
Rangoon, 9, False, True, Ra ##ngo ##on, 3, 
Lahd, 9, False, False, La ##h ##d, 3, 
NYMEX, 9, True, False, NY ##ME ##X, 3, 
EU, 9, True, True, EU, 1, 
Kim, 9, False, True, Kim, 1, 
Rangers, 9, False, True, Rangers, 1, 
Scotland, 8, False, True, Scotland, 1, 
Young, 8, False, True, Young, 1, 
Liverpool, 8, False, True, Liverpool, 1, 
Barbarians, 8, False, False, Bar ##barian ##s, 3, 
Matthew, 8, False, True, Matthew, 1, 
Series, 8, False, True, Series, 1, 
Blewett, 8, False, False, B ##lew ##ett, 3, 
Paul, 8, False, True, Paul, 1, 
Denmark, 8, False, True, Denmark, 1, 
BOSTON, 8, True, True, B ##OS ##TO ##N, 4, 
JERSEY, 8, True, False, J ##ER ##SE ##Y, 4, 
LOUIS, 8, True, True, L ##O ##UI ##S, 4, 
Munich, 8, False, True, Munich, 1, 
Van, 8, False, True, Van, 1, 
Porto, 8, False, True, Porto, 1, 
Weah, 8, False, True, We ##ah, 2, 
Spanish, 8, False, True, Spanish, 1, 
International, 8, False, True, International, 1, 
Union, 8, False, True, Union, 1, 
Rosati, 8, False, True, Rosa ##ti, 2, 
Zywiec, 8, False, False, Z ##y ##wi ##ec, 4, 
Republic, 8, False, True, Republic, 1, 
Council, 8, False, True, Council, 1, 
Indian, 8, False, True, Indian, 1, 
Yeltsin, 8, False, True, Ye ##lts ##in, 3, 
Belo, 8, False, False, Bel ##o, 2, 
Sakakibara, 8, False, False, Sa ##ka ##ki ##bara, 4, 
Arafat, 8, False, True, Ara ##fa ##t, 3, 
Svetlana, 8, False, True, S ##vet ##lana, 3, 
Gladishiva, 8, False, False, Glad ##ishi ##va, 3, 
Woolmer, 8, False, True, W ##ool ##mer, 3, 
Wimbledon, 8, False, True, Wimbledon, 1, 
Syrian, 7, False, True, Syrian, 1, 
Harris, 7, False, True, Harris, 1, 
M., 7, True, True, M ##., 2, 
English, 7, False, True, English, 1, 
Wednesday, 7, False, True, Wednesday, 1, 
Tony, 7, False, True, Tony, 1, 
Burke, 7, False, False, Burke, 1, 
Brazilian, 7, False, True, Brazilian, 1, 
MELBOURNE, 7, True, True, ME ##L ##BO ##UR ##NE, 5, 
Brian, 7, False, True, Brian, 1, 
Healy, 7, False, True, He ##aly, 2, 
Victoria, 7, False, True, Victoria, 1, 
NHL, 7, True, False, NHL, 1, 
BUFFALO, 7, True, False, B ##U ##FF ##AL ##O, 5, 
PHILADELPHIA, 7, True, True, P ##H ##IL ##AD ##EL ##P ##H ##IA, 8, 
BAY, 7, True, False, BA ##Y, 2, 
TORONTO, 7, True, True, TO ##RO ##NT ##O, 4, 
VANCOUVER, 7, True, True, VA ##NC ##O ##U ##VE ##R, 6, 
MIAMI, 7, True, True, MI ##AM ##I, 3, 
LA, 7, True, True, LA, 1, 
Pace, 7, False, False, Pace, 1, 
Dundee, 7, False, True, Dundee, 1, 
Celtic, 7, False, True, Celtic, 1, 
Russian, 7, False, True, Russian, 1, 
Jewish, 7, False, True, Jewish, 1, 
Ltd, 7, False, True, Ltd, 1, 
Airways, 7, False, True, Airways, 1, 
Trade, 7, False, True, Trade, 1, 
Desk, 7, False, True, Des ##k, 2, 
Bangui, 7, False, True, Bang ##ui, 2, 
Patasse, 7, False, False, Pat ##ass ##e, 3, 
Ministry, 7, False, True, Ministry, 1, 
Organisation, 7, False, True, Organisation, 1, 
ILO, 7, True, False, IL ##O, 2, 
SLA, 7, True, False, SL ##A, 2, 
Ahold, 7, False, False, Ah ##old, 2, 
VAIL, 7, True, False, VA ##IL, 2, 
Colorado, 7, False, True, Colorado, 1, 
Goetschl, 7, False, False, Go ##ets ##ch ##l, 4, 
Arsenal, 7, False, True, Arsenal, 1, 
Charlton, 7, False, True, Charlton, 1, 
RUGBY, 6, True, True, R ##U ##GB ##Y, 4, 
UNION, 6, True, True, UN ##ION, 2, 
ROME, 6, True, True, ROM ##E, 2, 
Jim, 6, False, True, Jim, 1, 
Ahmad, 6, False, True, Ahmad, 1, 
Wasim, 6, False, True, Was ##im, 2, 
C., 6, True, True, C ##., 2, 
S., 6, True, True, S ##., 2, 
Dutch, 6, False, True, Dutch, 1, 
Leeds, 6, False, True, Leeds, 1, 
Greece, 6, False, True, Greece, 1, 
Bologna, 6, False, True, Bologna, 1, 
Robert, 6, False, True, Robert, 1, 
Daniel, 6, False, True, Daniel, 1, 
Tim, 6, False, True, Tim, 1, 
van, 6, False, True, van, 1, 
Park, 6, False, True, Park, 1, 
', 6, False, True, ', 1, 
Turkish, 6, False, True, Turkish, 1, 
Chanderpaul, 6, False, False, Chan ##der ##pa ##ul, 4, 
Moody, 6, False, True, Moody, 1, 
Benjamin, 6, False, True, Benjamin, 1, 
Sun, 6, False, True, Sun, 1, 
PITTSBURGH, 6, True, True, P ##IT ##TS ##B ##UR ##G ##H, 7, 
ST, 6, True, True, ST, 1, 
PHOENIX, 6, True, True, P ##H ##OE ##NI ##X, 5, 
Philadelphia, 6, False, True, Philadelphia, 1, 
HOUSTON, 6, True, True, H ##O ##US ##TO ##N, 5, 
Jose, 6, False, True, Jose, 1, 
Manchester, 6, False, True, Manchester, 1, 
Democratic, 6, False, True, Democratic, 1, 
UK, 6, True, True, UK, 1, 
Gorst, 6, False, False, Go ##rst, 2, 
Street, 6, False, True, Street, 1, 
House, 6, False, True, House, 1, 
Central, 6, False, True, Central, 1, 
Chile, 6, False, True, Chile, 1, 
Louis, 6, False, True, Louis, 1, 
Coast, 6, False, True, Coast, 1, 
Scalfaro, 6, False, False, Sc ##al ##far ##o, 4, 
Bank, 6, False, True, Bank, 1, 
Chris, 6, False, True, Chris, 1, 
Indonesian, 6, False, True, Indonesian, 1, 
University, 6, False, True, University, 1, 
Yangon, 6, False, False, Yang ##on, 2, 
BOJ, 6, True, True, B ##O ##J, 3, 
Moslem, 6, False, True, Mo ##sle ##m, 3, 
Israeli, 6, False, True, Israeli, 1, 
Netanyahu, 6, False, True, Net ##any ##ahu, 3, 
Florida, 6, False, True, Florida, 1, 
Mussolini, 6, False, False, Mussolini, 1, 
Newcastle, 6, False, True, Newcastle, 1, 
PLO, 6, True, True, P ##L ##O, 3, 
Palestinian, 6, False, True, Palestinian, 1, 
Belgian, 6, False, True, Belgian, 1, 
NTT, 6, True, False, N ##TT, 2, 
Wiberg, 6, False, False, W ##iber ##g, 3, 
Carole, 6, False, False, Carole, 1, 
Montillet, 6, False, False, Mont ##ille ##t, 3, 
Kostner, 6, False, False, Ko ##st ##ner, 3, 
Katja, 6, False, False, Kat ##ja, 2, 
Seizinger, 6, False, False, Se ##izing ##er, 3, 
Merlin, 6, False, False, Merlin, 1, 
Renate, 6, False, False, Ren ##ate, 2, 
Dean, 6, False, True, Dean, 1, 
Scottish, 6, False, True, Scottish, 1, 
Arab, 5, False, True, Arab, 1, 
Takagi, 5, False, False, Ta ##ka ##gi, 3, 
Hassan, 5, False, True, Hassan, 1, 
Kuwait, 5, False, True, Kuwait, 1, 
Cuttitta, 5, False, False, Cut ##ti ##tta, 3, 
Cairns, 5, False, True, Cairns, 1, 
ENGLISH, 5, True, True, E ##NG ##L ##IS ##H, 5, 
Udinese, 5, False, True, U ##dine ##se, 3, 
Feyenoord, 5, False, True, Fe ##ye ##no ##ord, 4, 
Middlesbrough, 5, False, True, Middlesbrough, 1, 
Tel, 5, False, True, Tel, 1, 
Aviv, 5, False, True, Aviv, 1, 
Belgium, 5, False, True, Belgium, 1, 
Slovenia, 5, False, True, Slovenia, 1, 
Justin, 5, False, True, Justin, 1, 
Greg, 5, False, True, Greg, 1, 
Law, 5, False, True, Law, 1, 
Gillespie, 5, False, False, Gillespie, 1, 
Waugh, 5, False, True, W ##augh, 2, 
Hooper, 5, False, True, Hooper, 1, 
McLean, 5, False, False, McLean, 1, 
Walsh, 5, False, True, Walsh, 1, 
Tasmania, 5, False, True, Tasmania, 1, 
Malaysia, 5, False, True, Malaysia, 1, 
Hockey, 5, False, True, Hockey, 1, 
RANGERS, 5, True, False, RA ##NG ##ER ##S, 4, 
TAMPA, 5, True, False, T ##AM ##PA, 3, 
COLORADO, 5, True, True, CO ##L ##OR ##AD ##O, 5, 
LOS, 5, True, True, L ##OS, 2, 
ANGELES, 5, True, True, AN ##GE ##LE ##S, 4, 
ATLANTA, 5, True, True, AT ##LA ##NT ##A, 4, 
UTAH, 5, True, False, U ##TA ##H, 3, 
MINNESOTA, 5, True, True, MI ##N ##NE ##SO ##TA, 5, 
SEATTLE, 5, True, True, SE ##AT ##TL ##E, 4, 
STATE, 5, True, True, ST ##AT ##E, 3, 
CITY, 5, True, True, C ##IT ##Y, 3, 
PSV, 5, True, True, PS ##V, 2, 
St., 5, False, True, St ##., 2, 
PARIS, 5, True, True, PA ##RI ##S, 3, 
Paris, 5, False, True, Paris, 1, 
Carlos, 5, False, True, Carlos, 1, 
Luis, 5, False, True, Luis, 1, 
Italians, 5, False, True, Italians, 1, 
BRUSSELS, 5, True, True, BR ##US ##SE ##LS, 4, 
Nicol, 5, False, True, Nico ##l, 2, 
Party, 5, False, True, Party, 1, 
trans-Atlantic, 5, False, False, trans ##- ##A ##tl ##anti ##c, 6, 
ODS, 5, True, False, O ##DS, 2, 
Klaus, 5, False, True, Klaus, 1, 
Warsaw, 5, False, True, Warsaw, 1, 
Northern, 5, False, True, Northern, 1, 
Conservative, 5, False, True, Conservative, 1, 
Manitoba, 5, False, True, Manitoba, 1, 
Commodities, 5, False, True, Co ##mm ##od ##ities, 4, 
Co, 5, False, True, Co, 1, 
Corp, 5, False, True, Corp, 1, 
Zairean, 5, False, True, Z ##aire ##an, 3, 
Nobel, 5, False, True, Nobel, 1, 
Ramos, 5, False, False, Ramos, 1, 
Horta, 5, False, False, Ho ##rta, 2, 
Alatas, 5, False, True, Al ##ata ##s, 3, 
Xinhua, 5, False, True, Xi ##nh ##ua, 3, 
Burmese, 5, False, True, Burmese, 1, 
Labour, 5, False, True, Labour, 1, 
TOKYO, 5, True, True, TO ##K ##Y ##O, 4, 
First, 5, False, True, First, 1, 
Lawhon, 5, False, False, Law ##hon, 2, 
County, 5, False, True, County, 1, 
General, 5, False, True, General, 1, 
AN, 5, True, False, AN, 1, 
Hindu, 5, False, True, Hindu, 1, 
Jerusalem, 5, False, True, Jerusalem, 1, 
Kurdish, 5, False, True, Kurdish, 1, 
PKK, 5, True, True, P ##K ##K, 3, 
NZ, 5, True, True, NZ, 1, 
Langmore, 5, False, False, Lang ##more, 2, 
Netherlands, 5, False, True, Netherlands, 1, 
Hilde, 5, False, False, Hi ##lde, 2, 
Gerg, 5, False, False, G ##er ##g, 3, 
Isolde, 5, False, False, Is ##old ##e, 3, 
Warwara, 5, False, False, War ##wara, 2, 
Zelenskaja, 5, False, False, Z ##ele ##ns ##ka ##ja, 5, 
Florence, 5, False, True, Florence, 1, 
Masnada, 5, False, False, Ma ##s ##na ##da, 4, 
Stefanie, 5, False, False, Stefan ##ie, 2, 
Schuster, 5, False, False, Schuster, 1, 
Barbara, 5, False, True, Barbara, 1, 
Heidi, 5, False, False, Heidi, 1, 
Zurbriggen, 5, False, False, Z ##ur ##bri ##gg ##en, 5, 
Alexandra, 5, False, True, Alexandra, 1, 
Meissnitzer, 5, False, False, Mei ##ss ##nitz ##er, 4, 
Pernilla, 5, False, False, Per ##ni ##lla, 3, 
III, 5, True, True, III, 1, 
Aberdeen, 5, False, True, Aberdeen, 1, 
Bure, 5, False, False, B ##ure, 2, 
Emirates, 4, False, True, Emirates, 1, 
Uzbekistan, 4, False, False, Uzbekistan, 1, 
Igor, 4, False, False, Igor, 1, 
Takuya, 4, False, False, Ta ##ku ##ya, 3, 
Abbas, 4, False, True, Abbas, 1, 
Nader, 4, False, False, Na ##der, 2, 
Jokhadar, 4, False, False, Jo ##kha ##dar, 3, 
UAE, 4, True, True, UAE, 1, 
George, 4, False, True, George, 1, 
Coste, 4, False, False, Co ##ste, 2, 
Twickenham, 4, False, False, T ##wick ##enham, 3, 
Paolo, 4, False, False, Paolo, 1, 
Honda, 4, False, True, Honda, 1, 
Finland, 4, False, True, Finland, 1, 
Ijaz, 4, False, True, I ##ja ##z, 3, 
Vaughan, 4, False, True, Vaughan, 1, 
Astle, 4, False, False, As ##tle, 2, 
Afridi, 4, False, False, A ##f ##rid ##i, 4, 
Moin, 4, False, True, Mo ##in, 2, 
Khan, 4, False, True, Khan, 1, 
Waqar, 4, False, True, W ##aq ##ar, 3, 
Saqlain, 4, False, True, Sa ##q ##lain, 3, 
Mushtaq, 4, False, True, Mu ##sh ##ta ##q, 4, 
J., 4, True, True, J ##., 2, 
Bowyer, 4, False, False, Bow ##yer, 2, 
's, 4, False, True, ' ##s, 2, 
Charleroi, 4, False, True, Cha ##rle ##roi, 3, 
Bayer, 4, False, True, Bay ##er, 2, 
Leverkusen, 4, False, True, Lev ##er ##kus ##en, 4, 
Rob, 4, False, True, Rob, 1, 
Town, 4, False, True, Town, 1, 
Allan, 4, False, True, Allan, 1, 
Leicester, 4, False, True, Leicester, 1, 
Nick, 4, False, True, Nick, 1, 
Dan, 4, False, True, Dan, 1, 
Steve, 4, False, True, Steve, 1, 
Namibia, 4, False, True, Namibia, 1, 
Romania, 4, False, True, Romania, 1, 
Bucharest, 4, False, True, Bucharest, 1, 
Champions, 4, False, True, Champions, 1, 
Gheorghe, 4, False, True, G ##he ##or ##gh ##e, 5, 
Atletico, 4, False, True, At ##let ##ico, 3, 
Shane, 4, False, True, Shane, 1, 
Melbourne, 4, False, True, Melbourne, 1, 
Shivnarine, 4, False, False, Shi ##v ##nar ##ine, 4, 
AUSTRALIA, 4, True, True, AU ##ST ##RA ##L ##IA, 5, 
WEST, 4, True, True, W ##ES ##T, 3, 
INDIES, 4, True, False, IN ##DI ##ES, 3, 
Adams, 4, False, True, Adams, 1, 
Murray, 4, False, True, Murray, 1, 
Boon, 4, False, False, Bo ##on, 2, 
Shaun, 4, False, True, Shaun, 1, 
Kenneth, 4, False, True, Kenneth, 1, 
Grand, 4, False, True, Grand, 1, 
Martin, 4, False, True, Martin, 1, 
Budi, 4, False, False, Bud ##i, 2, 
HARTFORD, 4, True, False, H ##AR ##TF ##OR ##D, 5, 
MONTREAL, 4, True, True, M ##ON ##TR ##EA ##L, 5, 
OTTAWA, 4, True, True, O ##TT ##A ##WA, 4, 
ATLANTIC, 4, True, True, AT ##LA ##NT ##IC, 4, 
PACIFIC, 4, True, True, PA ##CI ##FI ##C, 4, 
EDMONTON, 4, True, False, E ##DM ##ON ##TO ##N, 5, 
ANAHEIM, 4, True, False, AN ##A ##H ##EI ##M, 5, 
NBA, 4, True, True, NBA, 1, 
Bay, 4, False, True, Bay, 1, 
NFL, 4, True, False, NFL, 1, 
Colts, 4, False, False, Colts, 1, 
Eagles, 4, False, False, Eagles, 1, 
CHARLOTTE, 4, True, False, CH ##AR ##L ##OT ##TE, 5, 
DENVER, 4, True, True, DE ##N ##VE ##R, 4, 
ANTONIO, 4, True, False, AN ##TO ##NI ##O, 4, 
LAKERS, 4, True, False, LA ##KE ##RS, 3, 
PORTLAND, 4, True, False, P ##OR ##TL ##AN ##D, 5, 
GOLDEN, 4, True, False, GO ##LD ##EN, 3, 
SACRAMENTO, 4, True, False, SA ##CR ##AM ##EN ##TO, 5, 
Ohio, 4, False, True, Ohio, 1, 
Joao, 4, False, True, Jo ##ao, 2, 
AC, 4, True, True, AC, 1, 
Sporting, 4, False, True, Sporting, 1, 
Fernando, 4, False, True, Fernando, 1, 
Deportivo, 4, False, True, Deportivo, 1, 
Coruna, 4, False, False, Co ##run ##a, 3, 
Suker, 4, False, False, Su ##ker, 2, 
Mijatovic, 4, False, False, Mi ##ja ##tov ##ic, 4, 
Roberto, 4, False, True, Roberto, 1, 
Blanc, 4, False, False, Blanc, 1, 
Pavel, 4, False, True, Pavel, 1, 
Argentine, 4, False, True, Argentine, 1, 
Pierre, 4, False, True, Pierre, 1, 
Eyles, 4, False, True, E ##yle ##s, 3, 
Peter, 4, False, True, Peter, 1, 
NATO, 4, True, True, NATO, 1, 
Zieleniec, 4, False, False, Z ##iel ##eni ##ec, 4, 
Department, 4, False, True, Department, 1, 
Timah, 4, False, False, Tim ##ah, 2, 
PT, 4, True, True, PT, 1, 
Irish, 4, False, True, Irish, 1, 
Commission, 4, False, True, Commission, 1, 
Elf, 4, False, True, El ##f, 2, 
Cardiff, 4, False, True, Cardiff, 1, 
America, 4, False, True, America, 1, 
Board, 4, False, True, Board, 1, 
Vancouver, 4, False, True, Vancouver, 1, 
Queen, 4, False, True, Queen, 1, 
Thai, 4, False, True, Thai, 1, 
Wall, 4, False, True, Wall, 1, 
Homestake, 4, False, False, Homes ##take, 2, 
Inc, 4, False, True, Inc, 1, 
Asia, 4, False, True, Asia, 1, 
Wright, 4, False, True, Wright, 1, 
Baril, 4, False, False, Bari ##l, 2, 
Security, 4, False, True, Security, 1, 
Boutros-Ghali, 4, False, True, Bo ##ut ##ros ##- ##G ##hali, 6, 
MOSCOW, 4, True, True, M ##OS ##CO ##W, 4, 
Albanian, 4, False, True, Albanian, 1, 
Vatican, 4, False, True, Vatican, 1, 
Livshits, 4, False, False, Liv ##shi ##ts, 3, 
Interfax, 4, False, True, Inter ##fa ##x, 3, 
Greenspan, 4, False, True, Greens ##pan, 2, 
Mexican, 4, False, True, Mexican, 1, 
Gulf, 4, False, True, Gulf, 1, 
Aninat, 4, False, False, An ##ina ##t, 3, 
Timor, 4, False, False, Timor, 1, 
Suu, 4, False, False, Su ##u, 2, 
Kyi, 4, False, False, K ##yi, 2, 
Jordan, 4, False, True, Jordan, 1, 
ICFTU, 4, True, False, I ##CF ##TU, 3, 
Court, 4, False, True, Court, 1, 
Voeks, 4, False, False, V ##oe ##ks, 3, 
BJP, 4, True, False, B ##JP, 2, 
Salomon, 4, False, True, Sal ##omo ##n, 3, 
Mubarak, 4, False, True, Mu ##bara ##k, 3, 
Cairo, 4, False, True, Cairo, 1, 
Greek, 4, False, True, Greek, 1, 
Cito, 4, False, False, C ##ito, 2, 
Moroccan, 4, False, True, Moroccan, 1, 
Re, 4, False, True, Re, 1, 
Peters, 4, False, True, Peters, 1, 
Helen, 4, False, False, Helen, 1, 
Supple, 4, False, False, Su ##pp ##le, 3, 
BILO, 4, True, False, B ##IL ##O, 3, 
Martina, 4, False, True, Martina, 1, 
Ertl, 4, False, False, E ##rt ##l, 3, 
Bibiana, 4, False, False, B ##ibi ##ana, 3, 
Perez, 4, False, False, Perez, 1, 
Marianne, 4, False, True, Marianne, 1, 
Anita, 4, False, True, Anita, 1, 
Wachter, 4, False, False, W ##ach ##ter, 3, 
Miriam, 4, False, True, Miriam, 1, 
Vogt, 4, False, False, V ##og ##t, 3, 
SCOTTISH, 4, True, True, SC ##OT ##TI ##S ##H, 5, 
GLASGOW, 4, True, True, G ##LA ##S ##G ##OW, 5, 
Kilmarnock, 4, False, True, Ki ##lma ##rno ##ck, 4, 
Hibernian, 4, False, True, Hi ##ber ##nian, 3, 
Dunfermline, 4, False, True, Du ##n ##fer ##m ##line, 5, 
Hearts, 4, False, True, Hearts, 1, 
Southampton, 4, False, True, Southampton, 1, 
Aston, 4, False, True, Aston, 1, 
Villa, 4, False, True, Villa, 1, 
Chelsea, 4, False, True, Chelsea, 1, 
Everton, 4, False, True, Everton, 1, 
Blackburn, 4, False, True, Blackburn, 1, 
Bristol, 4, False, True, Bristol, 1, 
Wallaby, 4, False, False, Wall ##aby, 2, 
Derby, 4, False, True, Derby, 1, 
Sunderland, 4, False, True, Sunderland, 1, 
Petah, 4, False, True, Pet ##ah, 2, 
Tikva, 4, False, True, T ##ik ##va, 3, 
Haifa, 4, False, True, Haifa, 1, 
Galley, 4, False, False, G ##alle ##y, 3, 
AL-AIN, 3, True, False, AL ##- ##A ##IN, 4, 
Chinese, 3, False, True, Chinese, 1, 
Salem, 3, False, False, Salem, 1, 
Ivan, 3, False, True, Ivan, 1, 
Alessandro, 3, False, True, Alessandro, 1, 
Ammar, 3, False, False, Am ##mar, 2, 
Kazuyoshi, 3, False, False, Ka ##zu ##yoshi, 3, 
Miura, 3, False, False, Mi ##ura, 2, 
Mohammed, 3, False, True, Mohammed, 1, 
SKIING-WORLD, 3, True, False, SK ##II ##NG ##- ##W ##OR ##LD, 7, 
TIGNES, 3, True, False, T ##IG ##NE ##S, 4, 
Ivanov, 3, False, False, Ivan ##ov, 2, 
Tae, 3, False, False, Ta ##e, 2, 
Germon, 3, False, False, G ##er ##mon, 3, 
Salim, 3, False, True, Sal ##im, 2, 
Malik, 3, False, True, Malik, 1, 
B., 3, True, True, B ##., 2, 
N., 3, True, True, N ##., 2, 
R., 3, True, True, R ##., 2, 
F.A., 3, True, True, F ##. ##A ##., 4, 
Blinker, 3, False, False, B ##link ##er, 3, 
Lee, 3, False, True, Lee, 1, 
Croatia, 3, False, True, Croatia, 1, 
Estudiantes, 3, False, True, E ##st ##udi ##ante ##s, 5, 
Partizan, 3, False, True, Part ##iza ##n, 3, 
Belgrade, 3, False, True, Belgrade, 1, 
Yugoslavia, 3, False, True, Yugoslavia, 1, 
Sevilla, 3, False, False, Se ##villa, 2, 
CAMPESE, 3, True, False, CA ##MP ##ES ##E, 4, 
Jason, 3, False, True, Jason, 1, 
Wallabies, 3, False, False, Wall ##abi ##es, 3, 
Scott, 3, False, True, Scott, 1, 
Quinnell, 3, False, False, Quinn ##ell, 2, 
Marco, 3, False, True, Marco, 1, 
HARARE, 3, True, True, H ##AR ##AR ##E, 4, 
Open, 3, False, True, Open, 1, 
Cayeux, 3, False, False, C ##ay ##eux, 3, 
der, 3, False, True, der, 1, 
Brett, 3, False, True, Brett, 1, 
Dodds, 3, False, False, Dodd ##s, 2, 
RIO, 3, True, True, R ##IO, 2, 
DE, 3, True, True, DE, 1, 
JANEIRO, 3, True, True, J ##AN ##EI ##RO, 4, 
Lloyd, 3, False, True, Lloyd, 1, 
Campbell, 3, False, True, Campbell, 1, 
Ambrose, 3, False, True, Ambrose, 1, 
Reiffel, 3, False, True, Re ##iff ##el, 3, 
Cricket, 3, False, True, Cricket, 1, 
Ground, 3, False, False, Ground, 1, 
HOBART, 3, True, False, H ##O ##BA ##RT, 4, 
Shield, 3, False, False, Shield, 1, 
Bellerive, 3, False, False, Belle ##rive, 2, 
Oval, 3, False, True, Oval, 1, 
DiVenuto, 3, False, False, Di ##V ##en ##uto, 4, 
Courtney, 3, False, True, Courtney, 1, 
Sydney, 3, False, True, Sydney, 1, 
